x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y
0.8288847429236562,0.857556362727642,0.39035371673868585,0.5031742839840232,0.46294100231286855,0.42322067834892296,0.4211034664579571,0.39863884245821796,0.3877096791292101,0.3526039106330182,0.3803066280147207,0.3490082407463957,0.40409309495109913,0.3454842586706141,0.35222550174218803,0.3591886737512786,0.354078637436473,0.3529480135797147,0
0.8288847429236562,0.826953662640122,0.4620121346038808,0.48896042501062187,0.42459473689080596,0.3412078958621585,0.35893785009332996,0.3669807282388824,0.32685434249321504,0.363218158704296,0.38858153186367594,0.328968832933207,0.4224522161506953,0.3941962104223767,0.3791005287002995,0.3662563486478728,0.35400396506375,0.360343646152783,0
0.8288847429236562,0.7611150196980057,0.4169971803673267,0.4824307835861472,0.38876252836780983,0.3987744726175468,0.46013349834837375,0.3721273619505688,0.4376415684830332,0.41808047288906586,0.34015218561496147,0.38925293720153,0.3830048324143075,0.42772257349239895,0.3956188067515536,0.38407636472917867,0.3663680266975032,0.3626973806610328,0
0.8288847429236562,0.9357509534665055,0.48789791289914625,0.4937938845742698,0.49691678453694593,0.5084150093183508,0.47136344926349344,0.39978145536061577,0.3445865398113752,0.33447769610690087,0.361170643988626,0.34015795831689927,0.3280627656911418,0.2924525642535807,0.33501918302141354,0.3397971567183505,0.3513290702774382,0.3416959717588448,0
0.8288847429236562,0.8364156807369397,0.4668289226139302,0.4537175745913866,0.41400220638854246,0.4618753047079773,0.24824919539563303,0.37586697235986133,0.3360507988007066,0.34435964061770247,0.33121781479056694,0.34563601474774186,0.41120094269752894,0.3526727276066511,0.3539757581685977,0.35393536628528666,0.35996820843315147,0.35573290825806986,0
0.8288847429236562,0.9542262965102826,0.48945370794208376,0.4373750872053768,0.4055832622298977,0.45398593412162513,0.3637109987964867,0.37798208652539145,0.4933188001074175,0.44588526500662035,0.36402208564368566,0.3752267111959765,0.3489031655877838,0.3595556823511363,0.3563353858218015,0.34572684775792734,0.3506630172821315,0.3465598748019503,0
0.8288847429236562,0.8480561283594426,0.5012395888671101,0.5476775884112279,0.35390054474596583,0.38268305996743357,0.3610240934748811,0.36693483929351334,0.356471540281393,0.37062447187713365,0.3628767101349266,0.3526741452705734,0.38625614349251586,0.3612705383305987,0.3597554500959208,0.35473507617942385,0.35280152903640016,0.3499219747687832,0
0.8288847429236562,0.9315031066178514,0.573980279908046,0.46803562018879,0.32659686820422723,0.38641638286499613,0.3631349507481061,0.344719417571618,0.30447934002036275,0.3458528739826734,0.34136151835979883,0.35569103426332865,0.36280658856825654,0.3316300308004404,0.3431443413342175,0.3397742908503678,0.3498527984879302,0.3549695430982214,0
0.8288847429236562,0.8084788609493476,0.481174471209407,0.43900645131126875,0.42028806376750993,0.36623365890820664,0.31134539143757173,0.3862142984329225,0.34727642686152455,0.33360935751409254,0.3645361024716682,0.3537104181171435,0.3143677199734337,0.3158435782506951,0.32329386307456753,0.3335177995047829,0.3459450209164901,0.3537230784117978,0
0.8288847429236562,0.8309307412158394,0.5095733722818168,0.42828988289830955,0.3216414106707243,0.30876760713099616,0.4231680200321524,0.37074067261638194,0.4148075359791156,0.3888349844936752,0.3612536623558601,0.36900332174865125,0.2734021870444316,0.38278679516065084,0.37019232548684733,0.3532182865091714,0.35338042905172035,0.3440118769687121,0
0.8288847429236562,0.8745110948903522,0.5583942099269008,0.5429170231501839,0.4317761355769855,0.37755252295219116,0.4854266401300977,0.38146879897898867,0.44085945901976487,0.3885743045775328,0.3430987978490703,0.3617853741935191,0.35932732286323765,0.3998001907459662,0.39021564785554813,0.3821442482105007,0.3719275014270704,0.3716049642049813,0
0.8288847429236562,0.8491125633274222,0.3828308315434845,0.5572419117639348,0.3835531599124426,0.4223785129014023,0.31290167794410684,0.3810901668646781,0.3456348241152996,0.3551076556340125,0.3351808487462388,0.3477953237451617,0.34310238263946574,0.36548265925385554,0.3656526510892535,0.35690913513838163,0.35352374413988646,0.35917996645201183,0
0.8288847429236562,0.8190341273660184,0.48614124157141736,0.4426190105709047,0.4558663345760982,0.3871715060851163,0.4006958941531233,0.38072786961823857,0.39122493634682853,0.36713364261234543,0.35364587022138044,0.3354794330464271,0.3751627803405495,0.33830384912382516,0.34919157141180474,0.36190415869658993,0.36334413197815746,0.35596952443579244,0
0.8288847429236562,0.9081556239482814,0.42153863640933853,0.49083978339609863,0.40791958852039306,0.38948050683132984,0.18189743529809166,0.36742991690881754,0.28586258012548615,0.31249994574895695,0.3840813298871777,0.3308886474369077,0.4011222205683107,0.36985976681626564,0.37448266282674986,0.3663282968637859,0.3488334966898925,0.3541669857008779,0
0.8288847429236562,0.8411298894122837,0.4358776603062599,0.3955760072856352,0.5416963300442067,0.60782451783634,0.44768621898377886,0.4150922188025761,0.4553444329417949,0.3961748137539433,0.36392600623246135,0.36317100993531326,0.38612120543816014,0.3601645389431726,0.361350124046043,0.3633426148708166,0.3634728149609584,0.3604915105762007,0
0.8288847429236562,0.8366037216061395,0.5020622372675451,0.47566987960821316,0.3997823536339731,0.3790774336857594,0.38913702220149377,0.35860338383560625,0.4306621560211983,0.3986076341349587,0.3856860114922065,0.403240041617156,0.36364920031005904,0.3692659127006024,0.3527734474763479,0.3549965791576505,0.3510457475957162,0.35967772871515014,0
0.8288847429236562,0.7966522042349296,0.47445900003396224,0.479461486668296,0.513603303847002,0.47052234483024896,0.5191340538231594,0.4090492472797132,0.3828193789694448,0.3635993556480333,0.3695528577428231,0.38978648016671263,0.4359978227278541,0.3603940537242802,0.36001152392387925,0.3521616286665317,0.35897818259377495,0.3545798882562789,0
0.8288847429236562,0.8820253588381215,0.4994137262846681,0.5088407399934708,0.6584335208534188,0.6524168074897253,0.41341261672137947,0.44841671344311196,0.5048218594476788,0.42944095021455836,0.42237243067271113,0.4135959178447807,0.4132766048452671,0.41921277548740415,0.39175654947723065,0.3715625959967363,0.3629293728826014,0.3608266842956318,0
0.8288847429236562,0.8590235303846356,0.62639380654872,0.4722272559662358,0.6424482629828924,0.6484648996682074,0.5521532627514216,0.45178876565462806,0.53207562349604,0.44734415250358694,0.38323158419790915,0.418436342627147,0.35157448573668365,0.3333918150897344,0.3422155700284483,0.33925018944900626,0.3489817100396468,0.35051942256043606,0
0.8288847429236562,0.798024968473916,0.4452560079288378,0.4624501361598708,0.44822215329172665,0.4338944877043798,0.34748738518462713,0.3696942880121607,0.3498199725024262,0.3686321336083497,0.3674723033001652,0.3820243397303263,0.37588278651944484,0.33652025890356274,0.3502497220863139,0.358629582318315,0.35505956472614036,0.3565604205599535,0
0.8288847429236562,0.8026276346453776,0.5271133562476042,0.5720513215072776,0.6382292649614928,0.5505910519342977,0.8683136456702454,0.43947477777297933,0.5809414127443561,0.45869562565936806,0.38685371652632194,0.38302886951433246,0.282784505609828,0.37988337128624555,0.3660625575168403,0.36089437829516974,0.3619020526085192,0.35636779145350256,0
0.8288847429236562,0.7760588894866417,0.5547727745482388,0.3646973881264857,0.45861761490236236,0.5444040371631543,0.40312978603278904,0.4151136614796478,0.4455788487048446,0.40548943872214266,0.370372061477403,0.3935435362401493,0.4172649063683904,0.384899484810289,0.37189675780467013,0.3696219412006982,0.3576157178075193,0.3569154531236814,0
0.8288847429236562,0.901210042636022,0.5066068076143753,0.5145677952411855,0.4564719075899442,0.3633483267750825,0.39496538266948195,0.3790896652123846,0.4268826083292464,0.3901429240487596,0.34279126089328804,0.37465215015178494,0.43388094184383313,0.33930286788588665,0.34684882366389025,0.363463799278977,0.36128007485387537,0.3649308860681474,0
0.8288847429236562,0.9645933911920014,0.5521940097264493,0.5115369216274389,0.4852014883755496,0.39552131439074245,0.5103693171115065,0.3998927573763628,0.4017315195775429,0.39719958521065996,0.36344822797989346,0.36490074209011525,0.39879800457117703,0.35328043735852294,0.35882202800246077,0.35527876439743444,0.3492486355089193,0.35013943704136746,0
0.8288847429236562,0.761050611537418,0.4849030369743944,0.4117869966143849,0.5860985039915049,0.600953402604048,0.2869194608345611,0.43048857142605246,0.3804166489660059,0.3574439746082028,0.3757267749839855,0.3674936245566388,0.4002819118888853,0.39026766434266463,0.3618351116849396,0.3591787962500515,0.3554814337690173,0.3575281270459011,0
0.8288847429236562,0.7927625565712858,0.5194395657557367,0.4864917443182094,0.5725460751859981,0.5499466756024572,0.4499060145345446,0.42870874354649396,0.43452566937319814,0.3942461350467712,0.34312009522738984,0.39682722122330794,0.3415136915150802,0.34959846231355646,0.3591852760611801,0.36029524625018144,0.35538366656704007,0.357953605172263,0
0.8288847429236562,0.9689996990577072,0.6773553334146805,0.4825568169359741,0.4030847311174862,0.41901374081762377,0.4048683877625818,0.3674221453495996,0.40914219125005274,0.3981671474399674,0.35315277142907536,0.34105113701585915,0.31847314956496675,0.39479605026399356,0.37416293181183014,0.3690043479936189,0.36177083865234716,0.3646364756924434,0
0.8288847429236562,0.8059953678130626,0.5235776868256318,0.4142241606830029,0.6201173622243842,0.6283003564599186,0.4689186744178385,0.45734590618256243,0.43755678330390646,0.4030166017675472,0.3484344627386056,0.3683065729791922,0.29771585616362056,0.36426386422873896,0.36090060613669583,0.3606256893122505,0.3671217311247132,0.3649840552781604,0
0.8288847429236562,0.8950116900714751,0.5219248756793954,0.49995516837888415,0.5508050134793095,0.4997501587265324,0.396772514713463,0.42781711793942345,0.4481887152020777,0.38236326118955394,0.3769336474834365,0.3796271071727636,0.4301871764614458,0.3462691045743751,0.34894160812296654,0.35309315283659515,0.3526947607599728,0.3551217180338652,0
0.8288847429236562,0.7992647064981718,0.3319809739936426,0.4567102043898387,0.40020473430137016,0.2545624061645378,0.31567512668687464,0.3725068998628947,0.3525771606719244,0.33672441001184367,0.3507769877753518,0.32890789031248613,0.3480337420609868,0.3632466665859586,0.35934177142761464,0.3567599780333334,0.3485823582789527,0.3592678123769135,0
0.8288847429236562,0.8118088705386682,0.49608322201305366,0.4568844504134546,0.7318594812745907,0.5877617077300741,0.7775562729325898,0.4871606035111416,0.7092561584397064,0.5118337933025648,0.3713272422049029,0.4108883179736314,0.3771201945916331,0.3804090409026162,0.360157480128219,0.35726469576319014,0.35391378408896096,0.35738385315310245,0
0.8288847429236562,0.8972650455976331,0.5158177195223093,0.40321960877000806,0.4261081574875496,0.4043811067577871,0.292270918164213,0.3944242956521727,0.3840359143280959,0.37570542848029204,0.36589217031116184,0.365917450650936,0.4177626209534713,0.40322679656667215,0.37748568961806866,0.3609031038423847,0.3616759432999164,0.3503492812750264,0
0.8288847429236562,0.8826316606570489,0.47284778693161106,0.5800773509698144,0.39306608087223993,0.36507099955386396,0.41110233140054203,0.3613973837436783,0.3531380915167432,0.35939387317131144,0.3410723694615498,0.3561709105060996,0.3522723814975957,0.33079483495962747,0.33768632310980223,0.35334250123055605,0.3516109619592111,0.35168263916283177,0
0.8288847429236562,0.9022860273583152,0.540072225669165,0.5170923477139233,0.40232520431257784,0.3805205591472021,0.26089876458276695,0.3647660179131531,0.24940669025874582,0.2879704390349251,0.2890352447913549,0.329983550766689,0.34266969290715477,0.3083799996287166,0.3288600656133881,0.3352319258125679,0.34384580339370824,0.34354158084185604,0
0.8288847429236562,0.8773600930760486,0.4517832206107115,0.5029798295759313,0.4242683648605203,0.3093858481414438,0.4004367057003514,0.3970366476688919,0.403219166106937,0.36722286166432,0.39891517297247614,0.38741983785959444,0.3403631272191458,0.35505031404663384,0.3627041946078338,0.35828632871535626,0.3564904635156125,0.35868909784651437,0
0.8288847429236562,0.900896963211255,0.47392191925196053,0.4571203976087883,0.5978217175056026,0.6101788815695034,0.5724824257230362,0.4309645937220368,0.520860449093967,0.43624057346264644,0.33761627440359404,0.37432831302748065,0.3389812873326374,0.4275440147874053,0.3894013866221926,0.3658311825876417,0.36099264109261314,0.3671549294151811,0
0.8288847429236562,0.8465491663976477,0.5177808931514629,0.48329512759137067,0.3158028978554717,0.2893499170019077,0.2983200573320019,0.3377780081138596,0.32269172767966037,0.35923570026969665,0.38529650415129874,0.3552117551337476,0.3693850406415553,0.3626541213497948,0.35637515798783265,0.3552197961401887,0.35801094263454025,0.3552956395391174,0
0.8288847429236562,0.7844287184406897,0.4130389978421132,0.39129710494279757,0.47474054878035055,0.44545398216120813,0.427452788676868,0.40415086064315053,0.4280520481805143,0.40209206968386313,0.34460966187100606,0.36071412953240073,0.37164970914625367,0.31876965184540224,0.34245565261432115,0.34808603023016665,0.3481742531645831,0.36153781107482974,0
0.8288847429236562,0.9573386769867163,0.4879094677053128,0.48840565098008504,0.38616640243963885,0.38287623749328326,0.4258685954983693,0.352212281560098,0.37768428797595544,0.34177023422310465,0.3642067497137102,0.3548189603595476,0.4362740007310344,0.3300547217466317,0.3414116383636478,0.3596610022363811,0.35424435397992865,0.34845667549453496,0
