"R","S","T","U","V","X","Y"
1.07298156631354,1.27698877664214,-0.0860707521912945,-1.20854125398122,-1.3829429092641,0.131101909704381,-0.618901449684167
0.156704269228512,0.392222028350553,-0.838861815563183,-1.49782968132164,0.806445442076657,-0.905951868691136,1.36086314674452
0.662780070204803,-0.668059345813089,-1.09760130507751,-1.08988362908479,0.169828732788712,0.61281689826642,-0.412452904595212
-0.970599979102611,-0.646591701845182,-0.4819432824615,-0.197093392204815,-0.00152816159515185,-1.62429973850157,-0.778605483131188
0.131709742527666,-0.809682897328775,-1.16996556367793,-0.570742320106281,-0.248696847776001,-0.768592459721087,0.987305335279347
0.714864519020579,0.727526339153569,1.62080377483344,1.39557585818356,1.08121964336412,-0.595076214060684,0.699481464659145
-1.12702740155048,-0.467195230547304,0.138836695974948,0.797668690009841,0.204686384613987,-0.179369448998214,0.784078944679491
-0.194250071539552,1.38854762548364,0.400098254338229,-1.12053306308072,0.827504573486689,0.0882353192757652,1.27858407771705
-0.328070644385564,-0.494582600410301,-0.564429264311685,-0.463092023307504,0.42742891797898,-0.19107122502389,-0.140434389374781
0.217425846854245,-0.625715511768406,-0.680845672665078,-0.182142706380798,-0.827382072182623,-1.07131262454534,-1.06419408495111
-1.04078439421345,0.4475304285992,-0.51566787674968,-1.0226053317084,-0.857737403661704,-0.465419532197223,-0.624297930973279
-0.415809164499889,0.845227646535432,1.35162600469967,0.78512124917019,0.802469016084567,-0.968520033014163,0.125692517801757
0.0387064984193742,0.43033678850759,-0.220784297485886,-0.883827972600172,-0.155124852832164,-0.446956148234497,0.200474669951682
-1.02490678688465,-1.30821983968917,-2.0766553099674,-1.50877808905864,-0.707562044771698,0.173855744016925,-2.33164299294775
0.784161419168024,1.3257096498314,1.13630646799195,-0.0876155399534006,-0.38391666107941,0.562811159076279,-0.465716638905939
0.00192425218041969,-0.246139871541361,-0.267588664908514,0.0448869329146309,0.506335932026156,-0.976887447730436,0.713247631745385
-0.515682092264071,0.28517286170505,-0.25771932055128,-0.617792903921869,-0.347443015889716,-0.186158266726083,1.25219556034876
0.739698634469828,0.829416095237619,1.55323778877943,1.25100575983521,0.692634189036454,0.745821635411934,-0.249512901231788
-0.0145112295893164,-0.716303769992879,-0.326737694957439,0.333198877649886,-0.847351131565281,-0.321983474428562,-0.465885647641304
1.08734231353744,0.483535804851563,0.455901730642132,0.414111327828586,1.25649246182693,1.13931213121792,1.71651694743237
-1.82672404549728,-1.46254396598236,-0.94147144734089,0.0956128464752016,0.527265272183892,-0.269952004836905,0.439033900217576
1.10036223913713,1.05084075006155,1.07260205407076,0.627305735237926,0.290401955636564,0.85239328467796,-0.445701829580585
-0.286151758033758,-0.921787309550142,-0.484972363138559,0.17681415972175,-0.634857114274922,-1.63496896989499,-0.711307479818286
0.25159879165846,-0.736401942610824,-1.27436280818461,-0.722582421168392,-0.240237024295875,0.00221568804388228,0.616112360337742
1.50047985821827,0.292222597985261,0.536385858771678,1.00935622418282,-0.0629483292677649,-0.483280313281933,0.291908543605142
-2.40769825253544,-1.26405369491898,-0.62791304508185,0.246922541806322,-0.141034912197045,-2.64732048955092,0.183878826023876
0.199534933780102,1.60216558016425,2.46227427060741,1.7159695025981,0.769808555295897,0.351251656247102,0.276413004295208
0.150134582423692,0.979843196406426,1.30613814143984,0.81408364977846,1.43256766553386,1.22632504222513,1.58225111871495
-1.06542820152956,-1.11824580081352,-0.78454901597188,0.314755626651729,-0.742595804025948,-1.27890647982002,-0.141437004411702
0.97415699443021,1.84912902570856,0.984054475327024,-0.312990243002506,-0.425904550504988,-0.248020433420902,-0.305790316810517
0.231060205403279,1.16992145386397,1.04293570271102,0.239024151842314,0.0717422186033985,-0.0496460256746755,0.839771261671115
0.673131048467287,0.470752519692134,-0.584030782520084,-1.40044532089509,-0.482212354855176,-0.176796707688305,0.221860563062568
1.9650078995911,0.920782341003881,0.190632130037372,-0.624454709507344,0.246718664411453,1.37994608308166,-1.70306071956052
1.20458590372904,0.553653547839342,-0.766268382685111,-1.53076946690546,-1.1836996518952,0.982311504416737,-0.27843043992293
1.40185743809909,2.05759097634685,2.00433727617036,0.977228533367699,0.910168962002103,0.512156527916332,-0.0732893951661699
-0.324052351842468,-1.46872644394076,-2.05556730753092,-1.48523728668744,-1.29221176749356,-0.215668449464698,-0.697025942548906
0.258980290663181,0.449905796702969,0.0387845487120773,-0.259844237506736,0.971852457504401,0.547574355044917,-0.76485493951595
0.190611986042866,1.21678850016163,0.843636339572761,-0.0548014135281171,1.00883467996685,-0.11074614211941,0.826952384354551
0.964579112893551,0.68622931125311,-0.0658394168670891,-0.728651725179185,-0.80368251767601,0.574840761290058,-1.03691154374893
1.40685713634018,1.2625005003164,0.505357715433792,-0.213683865786496,0.274672593332841,0.631537130468343,-0.56109949870757
0.946544294432379,1.45611436017311,2.12546302544865,1.59823506612248,0.216863980410861,-0.243142757518743,0.648375973040152
-0.824432135711425,-2.01424828850615,-1.97887413613637,-0.511827185604547,0.415210608885924,0.0657901568042423,0.0854894896698805
-1.18703608032098,-0.154959372490778,0.146299035586918,0.37345680482937,0.373377698397333,-1.54993955432992,0.713188209525335
0.557545307896675,0.865727622042747,1.54864074175887,1.22595811320256,1.33865631531827,0.73390827478168,1.82004948195598
0.575826662533222,0.777760936198971,-0.487676634493663,-1.44812502732016,-1.28290030192345,-0.441343321971421,-0.522534352585665
-0.054287101927508,-0.435437116138587,-1.16857751744534,-0.772586436730118,0.549696889767182,1.10954394372142,-0.210266300004336
-0.554817052792448,-0.416598362319456,0.414458949897325,0.832793282188993,0.570182831974578,-0.353373918861812,0.194667809570098
-1.25347391808802,0.0851618920884811,-0.886989747735782,-0.925639669681812,0.743713294611204,-1.96728881230158,0.107117445556161
-0.157172192094094,-0.222350770431228,-0.22031597388197,0.136558038898314,-0.353673034166288,-0.828312163739113,0.115953915870397
-0.565651730973517,-0.413443187988765,0.811459301184861,1.67883569532191,1.9594250783123,0.0269113127735451,0.837418320956393
1.38291475567546,1.45581252729671,1.66663626830267,0.599465928588463,0.990540221718585,1.62619240623368,-0.351445841170945
0.362124524354963,-0.64855071051634,0.163985565283851,1.14800671286125,1.74584545971784,-0.318917598300925,2.21560043542428
1.3563062701296,0.989480904484868,0.604917252043492,0.0769031355269906,0.867032126422244,1.24584961735604,0.0502566018577288
1.95592036581739,2.30868588399796,3.20985100390778,2.60053797576204,0.540720161532892,0.429281290379445,-0.446153760623458
-0.138777364259626,0.438702531648861,0.611855607788069,0.453668632231065,1.40160138499844,-0.0930357439490575,1.26812546688323
-1.26390903897903,-0.57984593097926,-0.832653564459429,-0.552752797909022,-0.785812966785686,-2.07550653543124,-1.24005101104491
0.478684233185164,0.0706425198274078,0.615281098728673,0.825035742420828,1.92192228070391,0.373778796084438,2.21715461965659
-1.60917308607676,-2.67178987073141,-2.02453199846961,-0.283672273338816,-0.200218966248153,-2.64581449957026,-0.675055280359908
-0.0802324255825156,0.223487678903412,0.209955219378257,0.501599798000071,0.552674066143695,0.286712819845904,0.757807171056655
-0.162564271861046,0.0652464079709965,-1.51057846537187,-1.8740682512355,-0.889791737578951,0.0202074405386885,-1.67654520749803
-1.02569654297773,-1.07316731341193,-0.31390789696714,0.975227688964146,0.30149853129539,-0.730497635006807,0.201179438467668
-0.101833692033114,0.67749536425493,0.621596846324682,0.016852309085205,0.197958815387527,-0.212183415180023,0.0904879699911265
-1.1283365321188,-0.523778577423964,0.439360296063585,1.09082070618364,0.168664912385812,-0.839260456152088,0.0657035011893675
-0.193452137924433,-0.308216467747938,0.593718790189874,0.932853096900598,0.439410303077881,1.13395323299854,-1.36502233588664
0.922274008620727,0.74828326222777,0.557517088845092,0.0571803576374192,0.504314306862218,-0.127490791843664,0.737705753333192
-0.903403945686154,-0.246447998728664,-0.391649365907355,-0.400142508523958,0.631879902473319,0.585093660223951,2.2295554293176
0.0359039796973244,0.792214854954897,-0.0841974678163291,-1.19622402112995,-1.48060285033166,0.964326315224257,-0.115268919041876
0.637229113156586,0.0469163788668258,0.232906396726365,0.294799367473024,-0.781275390054969,0.426800855261501,0.242422758950898
1.51095153045454,1.51206793836185,1.61496449779608,1.13783842770501,0.717250698867711,-0.168996088164625,2.38185749901417
-0.514663951516367,-0.782604766049378,-0.45230873381899,0.46616060626927,-0.222791139238688,-0.807749974831861,0.829644710409302
1.79241154574257,1.44168775722967,1.04820293124103,-0.00777842510039663,0.405782677733846,1.99358788458956,0.255787963394485
-0.205743184414304,0.264842439488768,-0.218372703485971,-0.582304347538603,-1.6246302381721,0.956138312202281,-0.480226960579061
-1.05873824544737,-1.70469622248948,-0.246470385416152,1.55360952937616,0.877569989224941,-1.03154188691346,1.03261645850482
-1.12329560958323,-1.40516863563055,-0.0213072787656539,1.30644138650045,2.03287169502836,-0.162476190398993,1.81085629550836
0.0077221466639726,-0.748494337645233,0.193832692338907,1.0561071423068,-1.13716645639897,-0.154901985261975,-0.364069215083158
1.29139734086954,0.797312368823659,0.111294209502086,-0.551893567926642,-0.534408475235389,1.38428179519645,-0.523729299591623
-1.32610288750426,-1.3108370893799,-0.754956433875126,0.252031362527169,-0.199776832291369,-1.93070920442648,0.0326445314460787
1.54205405792348,1.20921983351556,2.13991401356121,1.84780179863561,0.917700922486814,2.68049494364187,2.25879205042504
-2.06635541804036,-0.225643702042873,-0.521831986820682,-0.586560629143747,-0.825168607837595,-1.16963302359167,0.562225975971668
-0.863789652416173,-0.868302379936358,0.535619205890876,1.51534688224189,0.668559554161796,0.164582163398447,1.60838780288396
-2.29920646746186,-1.47115680945245,-1.88285862395545,-1.14671092110719,-1.03906297634714,-1.09489320125587,0.30597632065127
-1.2899841516181,-0.781944694743057,0.20272470037749,0.914929891963084,0.530759967412008,-1.27436511867494,0.25975899824972
-0.534259070237398,0.943918935545465,-0.257821321083329,-0.963123431051309,-0.309598015138669,-0.396698538547989,0.47061603542307
-0.261825036522335,-1.21794312412645,-0.373500384320693,1.04825377458689,1.02361761851699,0.161351025931404,2.09916600462895
0.0753322953926514,1.62143772921199,1.57608271745637,0.654183266762253,0.559136941319153,0.213663404426874,1.25635523874846
-0.19118656024349,0.237208543217966,0.546348855574951,0.438249604211144,1.12980914306953,-0.0150347549913142,1.96626869482563
1.4423638976065,0.101954574992662,0.502607505097915,0.818262244020613,-0.512193059560393,1.46763310083531,-0.660607558513011
