"P","R","S","T","U","V","X","Y"
-0.740577387763458,0.515539501281617,0.813000318795465,0.0926793876343064,-0.86623056511044,0.507165195760213,-1.20868357713418,0.911244328438547
0.196010711574608,0.177101367029798,0.618911576370883,0.173833723587267,-0.213947990651138,1.55213813102695,-0.0230915034990444,2.35471745433833
0.480264539015404,0.741794223060652,1.58002030485462,0.396308758018731,-0.905568588828365,0.489821193412823,0.843435860648653,-0.128881091847219
-1.36525067227151,1.12971404061532,0.298662368647465,-0.528167084245466,-1.07425907107464,0.125309942103717,0.753607496414442,-1.04362188216729
-0.169092517675972,-0.354062011155917,-1.22980907274043,-0.936053285425983,0.0659449300786542,-0.638985121795048,-0.327031252488539,-0.788690105441169
-0.862638755615122,-0.989898380922297,-1.09201764468613,-0.627845545306016,0.059815955557679,-0.222118543211541,-0.590256713596664,-0.858788264084471
-0.41836573834612,-0.548052862670827,-1.12385549713473,-0.86941870563194,-0.192415454819391,0.155369036754709,-2.14649256402378,0.880590958263207
0.423611399979384,0.969598338101528,1.36885919068615,0.527751413477737,-0.849197031342256,-1.33727896448211,0.777971074212419,-0.61793447255767
0.352643344181843,0.420175527003455,0.301535573789952,-0.239792622283181,-0.402179741849675,-1.73032295349423,-0.363265466050225,-0.113363324310858
1.31810066369074,0.802899469025927,0.631156503681265,-0.270064652736455,-1.05762391443614,0.112525519226249,0.521883499027684,-0.386520584606471
1.79298467543682,0.905569910329105,-0.0828390202453816,0.0234800100123671,-0.00749582166071531,-0.533244423955865,-0.368520065747148,-0.420422627877236
0.526195465879831,-0.244995103364569,0.699412980457388,0.193850396387913,-0.63425386866178,-0.540223666758445,0.388338336057647,-0.0196264808437279
1.25701365235362,-0.118628746878869,-0.833276933048656,0.610956156356337,1.80067967718478,0.0603579783603658,0.177528191807407,0.528728261882142
0.58195187310468,0.13292322445693,0.207746999787389,0.26648048513327,0.0692311826767476,0.131595487093597,0.978001683094009,-0.0126353324075813
0.513426357247652,1.90757661974488,1.63870898923557,1.6543735319985,0.824759102984058,0.425333686831888,2.02834432651249,0.147845361755439
0.518136131761955,0.293578573375935,0.241369728630557,-0.062686769620473,-0.121352567696879,-0.110451587384954,0.167233685990358,0.504941518222539
-0.536470716722004,0.87964953323165,0.323691068780248,-0.951634815973781,-1.591581012472,-0.525965506549116,1.74821158048289,-1.21112720477865
-0.773023676142274,0.284702173966038,-0.566999389925504,-1.55495889073184,-1.58840777826934,-1.63794911591477,0.720443456409407,-0.485816849579472
-0.429703905752952,0.798022130619886,-0.0458992653973614,-0.236730924620136,-0.527604443301274,-0.481228523008007,0.543401783694894,-1.06379004458253
0.0102577203770054,0.346854679454169,-0.0164407861527709,0.719828502651609,0.84146151257806,-0.114165121294111,0.903969569587837,-0.503393565738356
0.262629487960022,0.217698360950674,-0.0641517054758228,-0.239750236642948,-0.268617388673904,-1.77490104137797,0.415026494511324,-1.30738964023901
0.38488071045707,0.343813164734762,0.77995509582242,-0.0363513698836428,-0.8659061451301,0.443777408380812,0.0525842022976961,0.180348537606389
0.51558776880827,-0.195049233541616,0.985894643664549,0.376154171772078,-0.128370900059466,0.216861341992962,0.217603850427834,-0.536466459684578
-0.0957557029272306,-0.528436188536472,-0.224338675765234,-0.541942650828757,-0.716550437870711,-1.29668016723631,-1.55988145279739,-0.765711111247246
-0.126631147029824,-1.41251420002496,0.59673111837432,0.828122812893609,0.315077897761258,0.351355352735857,-1.2989597575602,-0.325130701954696
0.534417379008286,-0.0250413663562745,-0.607637412470138,1.34341982844898,2.0882502141667,2.16308587408887,-0.643701200021558,1.38609515343593
-0.305041810960215,1.19547686898672,1.44741705959467,-0.163219197112167,-1.5593558406634,-0.427206255636374,-0.217632291732394,0.241370632849198
0.170018553328566,0.284537372931116,0.695876211800185,0.367696143719879,-0.126317226431258,0.91087616409288,1.38078413104835,0.481963622088101
-0.0243128811560881,0.500817741397679,1.73333513541799,0.0471469885595196,-1.34043703317208,-0.0587469367074477,-0.418383444898858,0.761270116547432
1.20081702020849,0.663767342311496,0.779545566743748,-0.0425054785441301,-0.873209657446703,-1.23202895342872,-0.607490930549721,-2.12657781967697
-0.972240489935296,-0.708714747000299,0.205681803855397,0.151694696397017,-0.0561969643951759,1.06527005973402,-0.394317150949041,1.04734864901359
0.303100992531592,1.71622327294047,1.19985623386396,0.971230414094451,0.139227983680038,0.575319435271091,1.29385403314344,0.717667197451799
1.35610656623625,-0.0765137016995897,1.28952621221161,1.97740278612537,1.40795020570349,-0.0899411268041237,0.132372560750748,-0.773800694012462
-0.876594223700274,-2.65329272728386,-1.81505142932535,-1.85760076934043,-0.905220512208801,-1.44092370156963,-2.67827773909078,-0.91862480872483
0.38750767560704,-0.749135423358258,-0.384753694166085,-0.924425296505854,-0.990056355078065,-0.441421474807215,-1.35901474665233,-0.0583706154649065
-0.943930883008771,0.519297912319548,0.60901930125652,-0.713529149013027,-1.45287018511219,-2.46979163814227,-0.00121843963930416,-1.01622449278938
0.849037200969903,0.269769254943889,1.42344736525503,1.98172869624874,1.35774396787369,0.893241456267849,0.324832215122889,0.496152881019116
0.0913911087104292,0.917907308082847,-0.914858047926744,0.486474484983739,1.52610808788909,2.34637719865031,-0.00157060720600321,1.18043232493197
2.19912660581249,1.04155484459743,1.15413872057461,1.46368616302171,1.07466727876749,1.10860325318138,0.427172632834702,0.778445237097868
